Price,Adj Close,Close,High,Low,Open,Volume
Ticker,BBVA.MC,BBVA.MC,BBVA.MC,BBVA.MC,BBVA.MC,BBVA.MC
Date,,,,,,
2023-10-30 00:00:00+00:00,7.020598411560059,7.504000186920166,7.535999774932861,7.406000137329102,7.466000080108643,11384617
2023-10-31 00:00:00+00:00,6.943880558013916,7.421999931335449,7.515999794006348,7.050000190734863,7.093999862670898,18349423
2023-11-01 00:00:00+00:00,7.101058006286621,7.590000152587891,7.6479997634887695,7.426000118255615,7.478000164031982,11478186
2023-11-02 00:00:00+00:00,7.144094944000244,7.636000156402588,7.665999889373779,7.550000190734863,7.622000217437744,11454498
2023-11-03 00:00:00+00:00,7.235782146453857,7.734000205993652,7.745999813079834,7.624000072479248,7.684000015258789,13747545
2023-11-06 00:00:00+00:00,7.2208123207092285,7.7179999351501465,7.765999794006348,7.6519999504089355,7.708000183105469,10685482
2023-11-07 00:00:00+00:00,7.226425647735596,7.723999977111816,7.785999774932861,7.659999847412109,7.688000202178955,8733330
2023-11-08 00:00:00+00:00,7.327468395233154,7.831999778747559,7.861999988555908,7.6620001792907715,7.665999889373779,17550499
2023-11-09 00:00:00+00:00,7.4584503173828125,7.9720001220703125,7.978000164031982,7.814000129699707,7.840000152587891,13497102
2023-11-10 00:00:00+00:00,7.391088485717773,7.900000095367432,7.989999771118164,7.900000095367432,7.900000095367432,10272079
2023-11-13 00:00:00+00:00,7.488388538360596,8.003999710083008,8.02400016784668,7.8979997634887695,7.8979997634887695,12742353
2023-11-14 00:00:00+00:00,7.688602924346924,8.218000411987305,8.239999771118164,7.995999813079834,8.0,18856496
2023-11-15 00:00:00+00:00,7.692345142364502,8.222000122070312,8.300000190734863,8.17199993133545,8.199999809265137,11848007
2023-11-16 00:00:00+00:00,7.641823768615723,8.168000221252441,8.260000228881836,8.166000366210938,8.222000122070312,10857034
2023-11-17 00:00:00+00:00,7.750351428985596,8.284000396728516,8.302000045776367,8.192000389099121,8.199999809265137,24591636
2023-11-20 00:00:00+00:00,7.752223014831543,8.28600025177002,8.331999778747559,8.270000457763672,8.279999732971191,12598889
